6.000E-03	6.259E+00	3.446E-02	3.203E+02	0.000E+00	0.000E+00	3.266E+02	3.203E+02
7.112E-03	5.546E+00	3.979E-02	2.070E+02	0.000E+00	0.000E+00	2.126E+02	2.071E+02
8.000E-03	5.051E+00	4.367E-02	1.611E+02	0.000E+00	0.000E+00	1.662E+02	1.611E+02
8.333E-03	4.880E+00	4.504E-02	1.449E+02	0.000E+00	0.000E+00	1.498E+02	1.449E+02
8.650E-03	4.725E+00	4.631E-02	1.419E+02	0.000E+00	0.000E+00	1.467E+02	1.419E+02
8.979E-03	4.571E+00	4.759E-02	1.288E+02	0.000E+00	0.000E+00	1.334E+02	1.288E+02
1.000E-02	4.139E+00	5.135E-02	1.030E+02	0.000E+00	0.000E+00	1.072E+02	1.030E+02
1.021E-02	4.059E+00	5.208E-02	9.763E+01	0.000E+00	0.000E+00	1.017E+02	9.769E+01
1.085E-02	3.820E+00	5.428E-02	1.909E+02	0.000E+00	0.000E+00	1.948E+02	1.910E+02
1.154E-02	3.587E+00	5.649E-02	1.621E+02	0.000E+00	0.000E+00	1.657E+02	1.621E+02
1.182E-02	3.501E+00	5.733E-02	2.060E+02	0.000E+00	0.000E+00	2.096E+02	2.061E+02
1.210E-02	3.416E+00	5.817E-02	1.945E+02	0.000E+00	0.000E+00	1.980E+02	1.946E+02
1.500E-02	2.681E+00	6.601E-02	1.290E+02	0.000E+00	0.000E+00	1.318E+02	1.291E+02
2.000E-02	1.890E+00	7.665E-02	6.025E+01	0.000E+00	0.000E+00	6.222E+01	6.033E+01
3.000E-02	1.115E+00	9.055E-02	2.024E+01	0.000E+00	0.000E+00	2.144E+01	2.033E+01
4.000E-02	7.344E-01	9.815E-02	9.208E+00	0.000E+00	0.000E+00	1.004E+01	9.306E+00
5.000E-02	5.192E-01	1.023E-01	4.970E+00	0.000E+00	0.000E+00	5.591E+00	5.072E+00
6.000E-02	3.888E-01	1.044E-01	2.993E+00	0.000E+00	0.000E+00	3.486E+00	3.097E+00
6.953E-02	3.066E-01	1.054E-01	1.983E+00	0.000E+00	0.000E+00	2.395E+00	2.089E+00
8.000E-02	2.440E-01	1.056E-01	6.748E+00	0.000E+00	0.000E+00	7.098E+00	6.854E+00
1.000E-01	1.675E-01	1.048E-01	3.764E+00	0.000E+00	0.000E+00	4.036E+00	3.868E+00
1.500E-01	8.189E-02	9.966E-02	1.263E+00	0.000E+00	0.000E+00	1.444E+00	1.363E+00
2.000E-01	4.877E-02	9.382E-02	5.788E-01	0.000E+00	0.000E+00	7.214E-01	6.726E-01
3.000E-01	2.314E-02	8.372E-02	1.958E-01	0.000E+00	0.000E+00	3.027E-01	2.796E-01
4.000E-01	1.345E-02	7.597E-02	9.336E-02	0.000E+00	0.000E+00	1.828E-01	1.693E-01
5.000E-01	8.777E-03	6.988E-02	5.388E-02	0.000E+00	0.000E+00	1.325E-01	1.238E-01
6.000E-01	6.174E-03	6.496E-02	3.502E-02	0.000E+00	0.000E+00	1.061E-01	9.997E-02
8.000E-01	3.529E-03	5.736E-02	1.845E-02	0.000E+00	0.000E+00	7.935E-02	7.582E-02
1.000E+00	2.279E-03	5.172E-02	1.159E-02	0.000E+00	0.000E+00	6.559E-02	6.331E-02
1.022E+00	2.183E-03	5.116E-02	1.109E-02	0.000E+00	0.000E+00	6.443E-02	6.225E-02
1.250E+00	1.468E-03	4.632E-02	7.481E-03	2.981E-04	0.000E+00	5.557E-02	5.410E-02
1.500E+00	1.024E-03	4.215E-02	5.336E-03	1.398E-03	0.000E+00	4.991E-02	4.889E-02
2.000E+00	5.787E-04	3.602E-02	3.229E-03	4.363E-03	0.000E+00	4.419E-02	4.361E-02
2.044E+00	5.540E-04	3.559E-02	3.117E-03	4.630E-03	0.000E+00	4.389E-02	4.333E-02
3.000E+00	2.581E-04	2.836E-02	1.695E-03	1.001E-02	9.915E-06	4.034E-02	4.008E-02
4.000E+00	1.453E-04	2.367E-02	1.113E-03	1.473E-02	4.042E-05	3.970E-02	3.956E-02
5.000E+00	9.307E-05	2.045E-02	8.174E-04	1.870E-02	8.043E-05	4.014E-02	4.005E-02
6.000E+00	6.467E-05	1.807E-02	6.416E-04	2.212E-02	1.233E-04	4.103E-02	4.096E-02
7.000E+00	4.750E-05	1.625E-02	5.262E-04	2.514E-02	1.660E-04	4.213E-02	4.208E-02
8.000E+00	3.639E-05	1.479E-02	4.450E-04	2.786E-02	2.073E-04	4.333E-02	4.330E-02
9.000E+00	2.875E-05	1.359E-02	3.850E-04	3.032E-02	2.467E-04	4.458E-02	4.455E-02
1.000E+01	2.329E-05	1.260E-02	3.388E-04	3.258E-02	2.841E-04	4.583E-02	4.580E-02
1.100E+01	1.925E-05	1.175E-02	3.023E-04	3.467E-02	3.195E-04	4.706E-02	4.704E-02
1.200E+01	1.617E-05	1.102E-02	2.729E-04	3.663E-02	3.527E-04	4.829E-02	4.828E-02
1.300E+01	1.378E-05	1.038E-02	2.486E-04	3.844E-02	3.841E-04	4.946E-02	4.945E-02
1.400E+01	1.189E-05	9.822E-03	2.282E-04	4.015E-02	4.139E-04	5.062E-02	5.061E-02
1.500E+01	1.035E-05	9.323E-03	2.109E-04	4.170E-02	4.419E-04	5.169E-02	5.168E-02
1.600E+01	9.099E-06	8.880E-03	1.960E-04	4.320E-02	4.687E-04	5.275E-02	5.274E-02
1.800E+01	7.190E-06	8.115E-03	1.716E-04	4.584E-02	5.182E-04	5.466E-02	5.465E-02
2.000E+01	5.822E-06	7.483E-03	1.526E-04	4.821E-02	5.630E-04	5.642E-02	5.641E-02
2.200E+01	4.813E-06	6.953E-03	1.374E-04	5.036E-02	6.042E-04	5.806E-02	5.806E-02
2.400E+01	4.045E-06	6.497E-03	1.249E-04	5.232E-02	6.417E-04	5.959E-02	5.959E-02
2.600E+01	3.446E-06	6.101E-03	1.144E-04	5.410E-02	6.762E-04	6.099E-02	6.099E-02
2.800E+01	2.971E-06	5.755E-03	1.056E-04	5.575E-02	7.084E-04	6.232E-02	6.232E-02
3.000E+01	2.588E-06	5.449E-03	9.804E-05	5.724E-02	7.383E-04	6.353E-02	6.353E-02
4.000E+01	1.456E-06	4.330E-03	7.215E-05	6.341E-02	8.610E-04	6.868E-02	6.868E-02
5.000E+01	9.319E-07	3.615E-03	5.708E-05	6.799E-02	9.536E-04	7.262E-02	7.262E-02
6.000E+01	6.470E-07	3.114E-03	4.718E-05	7.155E-02	1.027E-03	7.574E-02	7.573E-02
8.000E+01	3.639E-07	2.456E-03	3.504E-05	7.679E-02	1.136E-03	8.041E-02	8.041E-02
1.000E+02	2.329E-07	2.038E-03	2.787E-05	8.047E-02	1.215E-03	8.375E-02	8.375E-02
1.500E+02	1.035E-07	1.452E-03	1.844E-05	8.631E-02	1.345E-03	8.913E-02	8.913E-02
2.000E+02	5.822E-08	1.138E-03	1.377E-05	8.978E-02	1.425E-03	9.236E-02	9.236E-02
3.000E+02	2.588E-08	8.068E-04	9.144E-06	9.379E-02	1.523E-03	9.613E-02	9.613E-02
4.000E+02	1.456E-08	6.317E-04	6.845E-06	9.610E-02	1.582E-03	9.832E-02	9.832E-02
5.000E+02	9.319E-09	5.229E-04	5.468E-06	9.761E-02	1.621E-03	9.976E-02	9.976E-02
6.000E+02	6.470E-09	4.477E-04	4.553E-06	9.867E-02	1.650E-03	1.008E-01	1.008E-01
8.000E+02	3.639E-09	3.498E-04	3.412E-06	1.001E-01	1.690E-03	1.022E-01	1.022E-01
1.000E+03	2.329E-09	2.877E-04	2.728E-06	1.010E-01	1.717E-03	1.031E-01	1.031E-01
1.500E+03	1.035E-09	2.009E-04	1.817E-06	1.024E-01	1.756E-03	1.043E-01	1.043E-01
2.000E+03	5.822E-10	1.555E-04	1.362E-06	1.031E-01	1.779E-03	1.050E-01	1.050E-01
3.000E+03	2.588E-10	1.081E-04	9.079E-07	1.039E-01	1.803E-03	1.058E-01	1.058E-01
4.000E+03	1.456E-10	8.348E-05	6.807E-07	1.043E-01	1.817E-03	1.062E-01	1.062E-01
5.000E+03	9.319E-11	6.823E-05	5.444E-07	1.046E-01	1.826E-03	1.065E-01	1.065E-01
6.000E+03	6.470E-11	5.788E-05	4.538E-07	1.047E-01	1.832E-03	1.066E-01	1.066E-01
8.000E+03	3.639E-11	4.460E-05	3.403E-07	1.050E-01	1.840E-03	1.069E-01	1.069E-01
1.000E+04	2.329E-11	3.641E-05	2.722E-07	1.052E-01	1.845E-03	1.070E-01	1.070E-01
1.500E+04	1.035E-11	2.516E-05	1.815E-07	1.054E-01	1.852E-03	1.073E-01	1.073E-01
2.000E+04	5.822E-12	1.934E-05	1.361E-07	1.055E-01	1.857E-03	1.074E-01	1.074E-01
3.000E+04	2.588E-12	1.334E-05	9.073E-08	1.056E-01	1.860E-03	1.075E-01	1.075E-01
4.000E+04	1.456E-12	1.024E-05	6.804E-08	1.057E-01	1.863E-03	1.075E-01	1.075E-01
5.000E+04	9.319E-13	8.341E-06	5.444E-08	1.057E-01	1.865E-03	1.076E-01	1.076E-01
6.000E+04	6.470E-13	7.050E-06	4.535E-08	1.057E-01	1.865E-03	1.076E-01	1.076E-01
8.000E+04	3.639E-13	5.405E-06	3.401E-08	1.058E-01	1.866E-03	1.077E-01	1.077E-01
1.000E+05	2.329E-13	4.397E-06	2.721E-08	1.058E-01	1.867E-03	1.077E-01	1.077E-01
