1.000E-03	1.079E+01	4.659E-03	4.288E+03	0.000E+00	0.000E+00	4.299E+03	4.288E+03
1.004E-03	1.079E+01	4.686E-03	4.251E+03	0.000E+00	0.000E+00	4.262E+03	4.251E+03
1.008E-03	1.078E+01	4.713E-03	4.215E+03	0.000E+00	0.000E+00	4.226E+03	4.215E+03
1.051E-03	1.074E+01	5.003E-03	3.907E+03	0.000E+00	0.000E+00	3.917E+03	3.907E+03
1.096E-03	1.070E+01	5.310E-03	3.576E+03	0.000E+00	0.000E+00	3.586E+03	3.576E+03
1.500E-03	1.033E+01	8.104E-03	1.873E+03	0.000E+00	0.000E+00	1.883E+03	1.873E+03
1.809E-03	1.002E+01	1.013E-02	1.239E+03	0.000E+00	0.000E+00	1.249E+03	1.239E+03
1.840E-03	9.986E+00	1.033E-02	1.979E+03	0.000E+00	0.000E+00	1.989E+03	1.979E+03
1.872E-03	9.953E+00	1.054E-02	2.799E+03	0.000E+00	0.000E+00	2.809E+03	2.799E+03
2.000E-03	9.818E+00	1.137E-02	3.715E+03	0.000E+00	0.000E+00	3.725E+03	3.715E+03
2.281E-03	9.521E+00	1.317E-02	2.674E+03	0.000E+00	0.000E+00	2.683E+03	2.674E+03
2.423E-03	9.381E+00	1.406E-02	2.657E+03	0.000E+00	0.000E+00	2.667E+03	2.657E+03
2.575E-03	9.232E+00	1.500E-02	2.293E+03	0.000E+00	0.000E+00	2.302E+03	2.293E+03
2.694E-03	9.111E+00	1.574E-02	2.185E+03	0.000E+00	0.000E+00	2.194E+03	2.185E+03
2.820E-03	8.982E+00	1.652E-02	1.964E+03	0.000E+00	0.000E+00	1.973E+03	1.964E+03
3.000E-03	8.798E+00	1.763E-02	1.771E+03	0.000E+00	0.000E+00	1.779E+03	1.771E+03
4.000E-03	7.851E+00	2.359E-02	8.841E+02	0.000E+00	0.000E+00	8.920E+02	8.841E+02
5.000E-03	7.006E+00	2.921E-02	5.079E+02	0.000E+00	0.000E+00	5.150E+02	5.080E+02
